rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/fps,time/total_timesteps,time/iterations,train/clip_range,train/n_updates,train/loss,train/entropy_loss,train/clip_fraction,train/approx_kl,train/value_loss,train/std,train/explained_variance,train/policy_gradient_loss,train/learning_rate,eval/mean_ep_length,eval/mean_reward
-14.49957988,2,52.7,5797,12288,1,,,,,,,,,,,,,
-7.68727619,4,53.29,5491,24576,2,0.2,10,0.29365792870521545,-11.01023365656535,0.16184895833333332,0.013672267,0.9184397617975871,0.6048409938812256,-0.04679727554321289,-0.021038061915896834,0.00029988940799999996,,
-2.42269711,6,55.33,5681,36864,3,0.2,20,0.19934377074241638,-10.97686627705892,0.15069986979166666,0.014601879,0.5885893106460571,0.6030576229095459,0.593809962272644,-0.019624013709835707,0.000299778816,,
3.1201521900000007,8,59.81,5800,49152,4,0.2,30,0.23140378296375275,-10.944974422454834,0.163232421875,0.015713992,0.6132918814818065,0.6017290949821472,0.6616101264953613,-0.021309294551610947,0.000299668224,,
19.540188139999998,10,61.16,5858,61440,5,0.2,40,0.22725807130336761,-10.9187162399292,0.1821044921875,0.016097648,0.6000451068083446,0.600317120552063,0.6724076867103577,-0.022121588699519634,0.00029955763199999996,,
40.52290327,12,68.79,5892,73728,6,0.2,50,0.2763589918613434,-10.88654146194458,0.17611490885416667,0.015757661,0.7583615144093832,0.5984868407249451,0.6598787903785706,-0.02088969631586224,0.00029944703999999994,,
54.902870279999995,14,70.65,5931,86016,7,0.2,60,0.2591579258441925,-10.851308790842692,0.16472981770833334,0.014749798,0.6760508875052135,0.5968635082244873,0.709967851638794,-0.02042801904802521,0.000299336448,,
58.99622604000001,16,66.6,5950,98304,8,0.2,70,0.20879292488098145,-10.817892773946125,0.16949055989583334,0.016656443,0.5477898210287094,0.5952418446540833,0.7494345903396606,-0.02241545673459768,0.00029922585599999996,,
67.73604266,18,66.69,5971,110592,9,0.2,80,0.1832052320241928,-10.779467455546062,0.17568359375,0.015263066,0.5013167858123779,0.5928573608398438,0.7814629077911377,-0.02144724056124687,0.000299115264,,
87.80986906999999,20,67.58,5990,122880,10,0.2,90,0.16250810027122498,-10.735065174102782,0.17938639322916666,0.015524725,0.45756527880827585,0.5912168025970459,0.7819705009460449,-0.02217598686305185,0.000299004672,,
90.00787824,22,65.55,6005,135168,11,0.2,100,0.11029940843582153,-10.703935241699218,0.1675537109375,0.015314418,0.34217263062795006,0.5895698070526123,0.761310338973999,-0.01987675710891684,0.00029889407999999997,,
101.44001853,24,62.34,6013,147456,12,0.2,110,0.08540795743465424,-10.665784740447998,0.18418782552083332,0.015052631,0.2756232927242915,0.5875605940818787,0.8025667667388916,-0.02156729813820372,0.00029878348799999995,,
107.03915387000002,26,62.36,6010,159744,13,0.2,120,0.04099147021770477,-10.613133303324382,0.17679850260416666,0.01544704,0.1968679040670395,0.5842486023902893,0.788824200630188,-0.02042539071602126,0.000298672896,,
105.88254368000004,28,61.03,6019,172032,14,0.2,130,0.02767162397503853,-10.555946763356527,0.18683268229166666,0.015846765,0.16198782672484716,0.5825086832046509,0.8192700743675232,-0.02068282521019379,0.00029856230399999997,,
112.386422,30,61.2,6018,184320,15,0.2,140,0.02112419530749321,-10.519164975484212,0.188134765625,0.015410033,0.12555531760056812,0.5802695751190186,0.8735443949699402,-0.021555275997767846,0.00029845171199999995,,
110.13109649,32,59.5,6025,196608,16,0.2,150,0.0051087141036987305,-10.472707970937092,0.19391276041666666,0.015950978,0.10090715438127518,0.5783263444900513,0.887424111366272,-0.021314991529410084,0.00029834112,,
112.13522310999998,34,59.26,6031,208896,17,0.2,160,-0.001667022705078125,-10.433837413787842,0.1887939453125,0.015259217,0.07441961045066516,0.576366126537323,0.911495566368103,-0.021082216578846177,0.000298230528,,
114.3840739,36,61.69,6036,221184,18,0.2,170,-0.003542056307196617,-10.387284978230793,0.1915771484375,0.015569851,0.07014435678720474,0.5739943981170654,0.927901029586792,-0.021663529565557837,0.000298119936,,
119.79328478,38,60.48,6049,233472,19,0.2,180,-0.00766950286924839,-10.330786228179932,0.18584798177083334,0.015066728,0.065595792979002,0.570841908454895,0.9302590489387512,-0.022137947597851357,0.000298009344,,
119.92439007999998,40,60.69,6052,245760,20,0.2,190,-0.010781481862068176,-10.270152123769124,0.192529296875,0.015346277,0.0538000716517369,0.5684975385665894,0.9391107559204102,-0.021588586969301105,0.000297898752,,
,,,,249996,,0.2,200,-0.015591954812407494,-10.217000166575113,0.19518229166666667,0.015177946,0.04620725500086943,0.5655210018157959,0.9508019089698792,-0.022637146773437658,0.00029778815999999996,49.0,141.00587120000003
122.45796719,42,61.22,6035,258048,21,,,,,,,,,,,,,
125.1031401,44,61.77,6042,270336,22,0.2,210,-0.013411372900009155,-10.152269077301025,0.19384765625,0.015012007,0.04526484546562036,0.5628036856651306,0.954831063747406,-0.022574681198845307,0.000297677568,,
125.38475577999999,46,60.86,6049,282624,23,0.2,220,-0.009237637743353844,-10.099986267089843,0.19892578125,0.016593328,0.05051062194009622,0.5605236887931824,0.9511871337890625,-0.02280038778359691,0.000297566976,,
132.3272122,48,64.4,6052,294912,24,0.2,230,-0.013853279873728752,-10.051013215382893,0.19170735677083334,0.015668103,0.04304234447578589,0.5581402778625488,0.9590311050415039,-0.022154388297349215,0.00029745638399999996,,
138.80243418999999,50,65.41,6046,307200,25,0.2,240,-0.01937517523765564,-10.000600051879882,0.21368001302083334,0.01674745,0.04304289594292641,0.5557757019996643,0.9579300880432129,-0.024138628450843195,0.00029734579199999995,,
134.10302458,53,63.48,5952,319488,26,0.2,250,-0.02240436151623726,-9.949113814036052,0.2037841796875,0.015554211,0.036289613073070846,0.5534461140632629,0.9648000597953796,-0.02350972699932754,0.0002972352,,
140.42126641000002,55,65.43,5946,331776,27,0.2,260,-0.01364009827375412,-9.89435494740804,0.19912923177083333,0.01579892,0.04554878647128741,0.5506495833396912,0.9584466218948364,-0.021959965163841844,0.00029712460799999997,,
144.2961894,57,66.86,5955,344064,28,0.2,270,-0.01658923178911209,-9.83822348912557,0.19891764322916666,0.015663639,0.04108642749488354,0.5483981966972351,0.96249920129776,-0.023447517530682187,0.00029701401599999995,,
148.62574060999998,59,70.2,5960,356352,29,0.2,280,-0.013250403106212616,-9.801511033376057,0.20860188802083332,0.01556947,0.04269062081972758,0.5473295450210571,0.9608575701713562,-0.02277557283329467,0.000296903424,,
153.37035076,61,70.71,5965,368640,30,0.2,290,-0.014654066413640976,-9.77141580581665,0.19832356770833334,0.014911854,0.050424799943963684,0.5453426241874695,0.9557791948318481,-0.02337600722288092,0.00029679283199999997,,
157.18099275,63,72.78,5965,380928,31,0.2,300,-0.019280999898910522,-9.725175857543945,0.20206705729166666,0.015622098,0.036054285367329915,0.5433672666549683,0.9668451547622681,-0.023965382607032855,0.00029668224,,
159.73782176999998,65,74.41,5969,393216,32,0.2,310,-0.015724465250968933,-9.67695468266805,0.2075927734375,0.016397564,0.04776878332098325,0.5408501625061035,0.9584953188896179,-0.02397611364722252,0.000296571648,,
164.66751773,67,76.58,5975,405504,33,0.2,320,-0.012728359550237656,-9.62727419535319,0.2038330078125,0.01535396,0.054793339843551316,0.5391605496406555,0.9544395804405212,-0.023713889213589332,0.00029646105599999997,,
162.96224035999998,69,75.47,5985,417792,34,0.2,330,-0.005716472864151001,-9.58758840560913,0.21017252604166667,0.016921146,0.07032809431354205,0.5369932651519775,0.942266583442688,-0.024336201588933667,0.00029635046399999996,,
171.50368172000003,71,77.69,5992,430080,35,0.2,340,-0.015134450048208237,-9.541509056091309,0.20176595052083332,0.015599981,0.05244270811478297,0.5353424549102783,0.9560728669166565,-0.023800933454185724,0.000296239872,,
174.13349750999998,73,81.2,5998,442368,36,0.2,350,-0.014075346291065216,-9.50939219792684,0.20563151041666666,0.016362252,0.05036135899523894,0.5340093374252319,0.9594124555587769,-0.023746087254645925,0.00029612928,,
