time/fps,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,time/episodes,rollout/ep_rew_mean,train/n_updates,train/actor_loss,train/ent_coef_loss,train/ent_coef,train/critic_loss,train/learning_rate,eval/mean_reward,eval/mean_ep_length
124,1325,164750,136.78,1580,358.31385901999994,154745,-107.50933685302735,1.0761241257190703,0.022393851727247237,25.57406234741211,0.0003,,
124,1332,165550,137.18,1584,358.48078903000004,155545,-110.63441314697266,0.35899638533592226,0.022129859030246734,23.386591720581055,0.0003,,
124,1336,166095,140.46,1588,370.4028750300001,156090,-110.54540252685547,-1.4570041686296462,0.022609645500779152,24.48682518005371,0.0003,,
124,1345,167165,140.98,1592,371.69590487,157160,-110.38030090332032,0.5102776259183883,0.022816361859440804,24.5452579498291,0.0003,,
124,1353,168135,144.19,1596,381.9882821499999,158130,-110.0488510131836,-0.009919852018356323,0.022251227498054506,25.301567459106444,0.0003,,
124,1361,169050,153.09,1600,408.57565675,159045,-109.60370483398438,-0.6683455228805542,0.023439957574009896,24.29724235534668,0.0003,,
124,1365,169540,151.79,1604,405.61958741999996,159535,-110.32129974365235,0.9620991230010987,0.02311478480696678,23.115017700195313,0.0003,,
124,1372,170370,153.77,1608,411.09906818,160365,-110.62522583007812,0.046443748474121097,0.02352606914937496,22.794636535644532,0.0003,,
124,1384,171695,159.34,1612,428.37684783,161690,-112.78491516113282,-1.3160659790039062,0.02312886267900467,26.202546691894533,0.0003,,
124,1388,172225,165.61,1616,444.29730377999994,162220,-115.47293395996094,0.14984620213508607,0.02325996048748493,22.818000030517577,0.0003,,
124,1399,173610,168.89,1620,454.53566916000005,163605,-113.06147155761718,-0.17664518356323242,0.02347172684967518,26.719923782348634,0.0003,,
124,1405,174270,172.91,1624,467.60252613000006,164265,-113.45936584472656,0.007575333118438721,0.022798923403024675,24.52053756713867,0.0003,,
124,1410,174885,174.63,1628,472.62411761,164880,-114.29928588867188,1.336270773410797,0.024043282121419908,25.215049743652344,0.0003,,
124,1415,175575,174.54,1632,470.94421224000007,165570,-113.21880340576172,1.6412171125411987,0.023995795473456382,23.69781074523926,0.0003,,
124,1418,175915,173.87,1636,468.03697322999994,165910,-114.65625457763672,-1.7861952781677246,0.023868544027209282,24.209175872802735,0.0003,,
123,1426,176825,176.26,1640,475.24470007000014,166820,-114.56036071777343,0.21856293976306915,0.0246524378657341,24.087512588500978,0.0003,,
123,1432,177600,176.75,1644,476.61716810999997,167595,-115.30340270996093,-1.3849902510643006,0.02496349476277828,25.900880813598633,0.0003,,
123,1439,178365,180.42,1648,485.54730382,168360,-116.70328063964844,-0.7053113400936126,0.025090076401829718,24.11170768737793,0.0003,,
123,1450,179740,183.47,1652,496.4449843599999,169735,-115.61421661376953,0.622152054309845,0.024287251010537147,24.49957389831543,0.0003,,
123,1460,180890,188.31,1656,513.16166058,170885,-115.59896697998047,-0.05059629380702972,0.024540118873119354,28.37942771911621,0.0003,,
123,1468,181790,197.13,1660,538.19529603,171785,-118.3838897705078,-0.04442762136459351,0.024595731496810914,28.326981353759766,0.0003,,
123,1476,182755,200.0,1664,547.73355876,172750,-117.0508804321289,0.09286819100379944,0.02509787119925022,26.32878189086914,0.0003,,
123,1483,183685,203.51,1668,557.56592985,173680,-116.71595153808593,1.0445725679397584,0.02498467043042183,25.13429946899414,0.0003,,
123,1492,184825,207.8,1672,570.75226334,174820,-119.00724029541016,0.850693017244339,0.02560253255069256,29.49923973083496,0.0003,,
123,1499,185635,212.03,1676,583.66038609,175630,-118.89703369140625,-1.8325330376625062,0.026517436280846594,25.491034317016602,0.0003,,
123,1505,186390,217.99,1680,604.98631382,176385,-120.02119750976563,-0.9296491146087646,0.025858043506741524,25.712348556518556,0.0003,,
123,1514,187475,217.72,1684,607.14247921,177470,-118.94794616699218,-1.5679782509803772,0.026490723714232445,25.786391830444337,0.0003,,
123,1521,188255,217.17,1688,605.77222279,178250,-122.02562561035157,0.46738245487213137,0.025892745330929758,26.74554100036621,0.0003,,
123,1531,189415,218.61,1692,611.32840395,179410,-120.8337173461914,0.37610114812850953,0.02749844491481781,26.170804595947267,0.0003,,
123,1538,190270,226.72,1696,636.01758273,180265,-121.59920349121094,-0.12350807785987854,0.025561325997114182,27.398644256591798,0.0003,,
123,1546,191215,221.19,1700,618.19659745,181210,-121.78101501464843,-0.2381507635116577,0.025833984091877937,30.707493591308594,0.0003,,
123,1557,192585,225.34,1704,631.4068715100001,182580,-122.69234924316406,0.12193129658699035,0.026992034539580344,28.075064849853515,0.0003,,
123,1561,193085,231.04,1708,649.5288688600001,183080,-121.76720275878907,1.8494480967521667,0.026102493703365325,31.03241844177246,0.0003,,
123,1569,193945,226.84,1712,637.22289469,183940,-122.87601165771484,-1.2713940799236298,0.02703869603574276,27.5365234375,0.0003,,
123,1577,194835,224.48,1716,634.5905309999999,184830,-124.05258178710938,1.3456881523132325,0.027274328470230102,30.71776580810547,0.0003,,
123,1588,196030,227.73,1720,644.09171098,186025,-125.06937255859376,-1.0293660879135131,0.026294164732098578,27.893282318115233,0.0003,,
123,1598,197010,225.44,1724,636.81292198,187005,-123.94141540527343,1.3162890076637268,0.027383340895175932,30.531850051879882,0.0003,,
123,1615,198920,226.73,1728,641.52322957,188915,-126.51083374023438,1.1761744141578674,0.02683827728033066,30.45538444519043,0.0003,,
123,1626,200210,237.91,1732,676.02754823,190205,-126.70819396972657,-1.19808691740036,0.028065810352563857,30.313055419921874,0.0003,,
122,1635,201130,251.48,1736,718.1736852300002,191125,-126.13065032958984,-0.3807933270931244,0.027601269632577898,29.968463134765624,0.0003,,
122,1645,202215,249.72,1740,711.7734922999999,192210,-124.6131378173828,-0.2139236271381378,0.027822070568799973,31.298733520507813,0.0003,,
122,1653,203060,252.06,1744,721.28216632,193055,-127.88287048339843,-0.879148268699646,0.02850555218756199,31.58523063659668,0.0003,,
122,1663,204230,256.89,1748,736.6987660399999,194225,-126.69975891113282,-1.1777011513710023,0.028660949692130087,31.874545288085937,0.0003,,
122,1674,205650,257.62,1752,740.0595048000001,195645,-129.90402374267578,0.9174239993095398,0.028258282318711282,30.834141159057616,0.0003,,
122,1684,206715,263.27,1756,756.1882802800001,196710,-131.94325408935546,-0.5562578320503235,0.029143738001585005,29.288632965087892,0.0003,,
122,1695,207945,260.23,1760,746.5316609599997,197940,-130.04889221191405,-0.15018458664417267,0.029045601561665534,28.062585067749023,0.0003,,
122,1702,208740,261.32,1764,751.6828287200001,198735,-129.09920349121094,-0.44258818626403806,0.028381023183465005,34.52527275085449,0.0003,,
122,1710,209595,262.53,1768,755.2445573800001,199590,-130.6364776611328,-0.2531380832195282,0.029272866994142534,34.447174835205075,0.0003,,
122,1719,210585,260.03,1772,746.7418744199999,200580,-131.35235595703125,-1.1543527841567993,0.028863120079040527,31.338098526000977,0.0003,,
122,1727,211535,261.05,1776,747.69175355,201530,-130.50660095214843,-0.08565133810043335,0.028649972379207612,30.920163726806642,0.0003,,
122,1729,211805,255.26,1780,728.6216328299998,201800,-130.71358947753907,-0.5976242184638977,0.02880532927811146,30.46886215209961,0.0003,,
122,1739,212960,254.46,1784,723.3836025700001,202955,-132.71331787109375,0.12832056879997253,0.028331201151013376,29.528311920166015,0.0003,,
122,1748,213965,257.27,1788,731.0393158500001,203960,-135.3485900878906,-2.1484661221504213,0.029766592383384704,31.396359634399413,0.0003,,
122,1754,214765,260.12,1792,738.4418421200003,204760,-133.1140594482422,-0.7967358231544495,0.02821861654520035,33.06700401306152,0.0003,,
122,1759,215460,249.12,1796,703.93431302,205455,-132.96723327636718,0.9843923091888428,0.02948211133480072,28.204548645019532,0.0003,,
122,1764,215925,248.21,1800,703.4985222700001,205920,-133.22349548339844,-0.8483688771724701,0.0292302418500185,33.8253776550293,0.0003,,
122,1769,216555,243.07,1804,683.73570717,206550,-133.53179016113282,-1.5820757746696472,0.028630883991718294,32.72891349792481,0.0003,,
122,1778,217635,241.62,1808,678.3616772800001,207630,-130.71849670410157,0.952524197101593,0.028111162036657332,35.55667343139648,0.0003,,
122,1783,218230,243.95,1812,683.7590880299999,208225,-134.51405334472656,-0.3532321274280548,0.028350572288036346,34.095721054077146,0.0003,,
122,1787,218695,240.08,1816,669.79687892,208690,-134.96312866210937,1.022404098510742,0.028086352720856668,33.35490417480469,0.0003,,
122,1792,219300,231.74,1820,645.68443366,209295,-132.7855972290039,-1.2656164050102234,0.028382358700037004,33.74032363891602,0.0003,,
122,1799,220040,230.96,1824,643.41062262,210035,-132.23407287597655,0.07884930670261384,0.027535433322191237,35.20175552368164,0.0003,,
122,1803,220570,232.05,1828,647.53953959,210565,-133.31021728515626,-0.8094628870487213,0.0278310339897871,35.88832550048828,0.0003,,
122,1810,221470,221.58,1832,617.25997869,211465,-133.50934448242188,-0.23462353348731996,0.02890194542706013,33.97642135620117,0.0003,,
122,1818,222380,212.21,1836,588.8314609000001,212375,-133.8438262939453,2.063524103164673,0.028477955609560013,34.33737564086914,0.0003,,
122,1826,223265,213.55,1840,594.7363814199999,213260,-135.24366760253906,0.14810065627098085,0.028423598036170006,37.1488899230957,0.0003,,
122,1831,223920,209.88,1844,582.46931232,213915,-135.1533447265625,0.1010204166173935,0.02810908481478691,37.36156311035156,0.0003,,
122,1839,224800,206.4,1848,573.9200097600001,214795,-134.13530883789062,-1.0244691014289855,0.028563766181468962,39.52204132080078,0.0003,,
122,1840,225000,203.47,1852,564.5957275100001,214995,-134.42604064941406,-0.2507652401924133,0.028258519247174263,30.94806823730469,0.0003,,
122,1849,226055,194.72,1856,539.08409834,216050,-132.71959533691407,0.22273874282836914,0.02811579555273056,32.581451416015625,0.0003,,
122,1856,226915,190.28,1860,528.4849441900001,216910,-136.12258605957032,-0.3589992165565491,0.02903122678399086,34.61664657592773,0.0003,,
122,1859,227305,188.98,1864,525.70879671,217300,-134.4892547607422,0.6115954548120499,0.029047150537371634,35.1079719543457,0.0003,,
122,1867,228215,185.99,1868,518.6236082,218210,-135.88019409179688,-1.6636389791965485,0.028724025189876556,36.37994613647461,0.0003,,
122,1876,229300,186.14,1872,521.4231484500001,219295,-134.15399169921875,3.721833038330078,0.028608598560094834,39.622283935546875,0.0003,,
122,1882,230010,185.22,1876,521.9372781200001,220005,-135.903271484375,1.983614182472229,0.02845376990735531,32.82112808227539,0.0003,,
122,1892,231135,185.17,1880,522.43072393,221130,-135.71925048828126,-0.8630522012710571,0.028002773597836494,36.74372253417969,0.0003,,
122,1900,232085,190.07,1884,542.1407955,222080,-136.9429443359375,-0.49581007957458495,0.029330143705010414,35.3116958618164,0.0003,,
122,1906,232870,190.24,1888,545.5487812299999,222865,-136.2547393798828,2.75712513923645,0.02956361286342144,39.07724227905273,0.0003,,
122,1912,233620,189.22,1892,544.46685623,223615,-135.11162109375,-1.5636085152626038,0.028175362572073936,36.3937442779541,0.0003,,
122,1918,234275,191.62,1896,553.4432828800001,224270,-136.96255493164062,-0.1972411096096039,0.0289304755628109,37.135597229003906,0.0003,,
122,1926,235220,191.28,1900,552.38411123,225215,-138.23433532714844,-1.9338814973831178,0.030390382558107377,38.21836853027344,0.0003,,
122,1936,236500,194.44,1904,565.34555939,226495,-133.55892028808594,0.38088070750236513,0.029826640710234643,37.12216720581055,0.0003,,
122,1945,237590,198.16,1908,579.44143462,227585,-135.94913024902343,-1.6506656646728515,0.0301643256098032,37.49520492553711,0.0003,,
122,1952,238380,199.41,1912,586.18208306,228375,-136.72620849609376,0.3754765808582306,0.03076394945383072,36.113638687133786,0.0003,,
122,1955,238745,201.44,1916,594.6742450400001,228740,-137.41948547363282,1.185665535926819,0.029709071666002274,38.03652801513672,0.0003,,
122,1963,239655,202.48,1920,597.92127304,229650,-137.95173034667968,0.3818319380283356,0.030028524249792098,42.590851593017575,0.0003,,
122,1971,240600,204.64,1924,606.0301761000001,230595,-135.80978088378907,0.7481564879417419,0.031299800425767896,40.93239059448242,0.0003,,
122,1976,241160,204.73,1928,604.6908817900002,231155,-136.2658233642578,-1.2577133119106292,0.030502235144376756,37.50743942260742,0.0003,,
122,1988,242555,206.86,1932,610.8433268100001,232550,-136.76546630859374,-0.8004778474569321,0.03019043803215027,35.35804214477539,0.0003,,
121,1995,243455,206.22,1936,606.0603252499999,233450,-137.69491882324218,-1.2359957695007324,0.030128979310393333,42.130958557128906,0.0003,,
121,2001,244140,209.31,1940,615.72353828,234135,-137.70127868652344,2.302053666114807,0.030019930005073546,34.27118072509766,0.0003,,
121,2006,244755,210.66,1944,620.2277391800001,234750,-136.69197998046874,-0.848903626203537,0.029702935740351676,36.20018424987793,0.0003,,
121,2012,245485,209.01,1948,610.6311977099999,235480,-139.63141174316405,1.2584131240844727,0.029759788885712624,36.93088264465332,0.0003,,
122,2020,246475,209.21,1952,611.90609771,236470,-135.55895080566407,0.820662546157837,0.03142879754304886,39.56072998046875,0.0003,,
121,2032,247910,214.32,1956,627.1421719699999,237905,-137.77496643066405,0.3714694380760193,0.029601576179265975,35.410894775390624,0.0003,,
121,2037,248565,215.28,1960,629.9333218699999,238560,-137.159423828125,-0.1892930895090103,0.031150663644075392,39.770043182373044,0.0003,,
121,2042,249085,216.72,1964,634.5068936800001,239080,-136.79421997070312,0.1720224678516388,0.030687417834997177,36.68337554931641,0.0003,,
,,250000,,,,239995,-136.2434509277344,-1.6436842441558839,0.0306563101708889,38.30927352905273,0.0003,842.1327280000002,273.6
121,2052,250060,216.77,1968,634.19928877,240055,-135.43540954589844,-0.3059784650802612,0.030509399995207787,42.19725646972656,0.0003,,
121,2058,250745,216.11,1972,630.71314537,240740,-139.01712951660156,-1.0203965604305267,0.030025305598974227,38.55883560180664,0.0003,,
121,2071,252295,220.75,1976,645.9218631800001,242290,-138.31937561035156,1.3127368092536926,0.02981126792728901,36.3197696685791,0.0003,,
121,2076,252830,223.59,1980,654.58892794,242825,-138.33693237304686,-0.7626454204320907,0.03107479363679886,40.0924560546875,0.0003,,
121,2085,253890,221.93,1984,648.1076380799999,243885,-138.1070343017578,1.7691936492919922,0.030048316717147826,42.769352722167966,0.0003,,
121,2097,255165,220.41,1988,641.8190534299999,245160,-138.94817810058595,1.4677503943443297,0.031006281822919847,37.17440948486328,0.0003,,
121,2102,255800,222.04,1992,644.99725225,245795,-137.39716796875,0.054839092493057254,0.030386095494031908,37.83954620361328,0.0003,,
121,2109,256635,222.25,1996,644.5257672399999,246630,-140.27162170410156,0.026437532901763917,0.030114105716347695,42.18151168823242,0.0003,,
121,2115,257360,221.59,2000,642.40378868,247355,-136.6754180908203,1.9496724009513855,0.030747789517045022,38.734107208251956,0.0003,,
121,2126,258585,223.81,2004,648.15305525,248580,-138.7545379638672,-1.0352561473846436,0.030468031018972396,36.274580764770505,0.0003,,
121,2135,259720,224.01,2008,648.6921166200001,249715,-140.24222412109376,0.15131914615631104,0.030193234980106353,38.898583602905276,0.0003,,
121,2144,260685,223.54,2012,646.9100921,250680,-139.209375,-0.30757318139076234,0.030095764622092246,38.98165321350098,0.0003,,
121,2150,261360,225.17,2016,652.42780932,251355,-140.5189178466797,0.22413617968559266,0.0301486998796463,39.01696853637695,0.0003,,
121,2164,263035,231.7,2020,673.26027961,253030,-137.13868408203126,1.5398313164711,0.03079126849770546,39.51936798095703,0.0003,,
121,2171,263920,235.28,2024,685.0268344199999,253915,-140.5774169921875,-0.7333232641220093,0.030039728805422782,37.69341354370117,0.0003,,
121,2183,265315,237.61,2028,691.4401864699998,255310,-140.0203643798828,1.215221071243286,0.03143817558884621,38.715370178222656,0.0003,,
121,2188,265935,237.94,2032,693.00128067,255930,-139.4958923339844,1.975670623779297,0.0315024234354496,38.73884735107422,0.0003,,
121,2195,266760,238.18,2036,696.2952543200003,256755,-141.28323059082032,-1.7890260219573975,0.029995913058519362,38.87211303710937,0.0003,,
121,2202,267640,233.76,2040,682.4952281999999,257635,-139.29491271972657,-0.6074833154678345,0.031229982897639275,42.52855224609375,0.0003,,
121,2208,268295,233.28,2044,680.3260767000002,258290,-140.4260009765625,-2.921996736526489,0.03191374018788338,44.98870010375977,0.0003,,
121,2214,269055,234.96,2048,689.3968222399999,259050,-138.30103759765626,0.35398411750793457,0.031550494581460954,43.53536682128906,0.0003,,
121,2221,269880,234.57,2052,688.2163215400001,259875,-141.34427490234376,0.5244558453559875,0.03139534294605255,39.254869079589845,0.0003,,
121,2228,270610,234.81,2056,688.32909094,260605,-141.83476867675782,0.468491268157959,0.031429752707481384,39.00611419677735,0.0003,,
121,2238,271825,232.52,2060,682.0156250000001,261820,-142.42808532714844,-2.500391459465027,0.03131716027855873,43.3528694152832,0.0003,,
121,2249,273125,232.61,2064,681.3376011300002,263120,-140.88959045410155,0.5021936178207398,0.03057379610836506,41.70049896240234,0.0003,,
121,2257,274130,236.16,2068,693.0817698399999,264125,-143.25677185058595,-0.2538204610347748,0.03164601549506187,40.68940963745117,0.0003,,
121,2267,275320,240.37,2072,706.8076260999999,265315,-142.35982971191407,-0.32858312129974365,0.032142794132232665,39.94467391967773,0.0003,,
121,2275,276195,237.12,2076,694.7069275700001,266190,-144.69554748535157,-1.1379399061203004,0.03143382146954536,44.123408508300784,0.0003,,
121,2282,277170,241.18,2080,707.1000097199999,267165,-141.7249267578125,-0.4566653907299042,0.03084721975028515,39.90725479125977,0.0003,,
121,2290,278105,241.72,2084,708.5607203699999,268100,-144.45538330078125,-1.1067830920219421,0.031046105176210405,36.83602447509766,0.0003,,
121,2296,278710,239.9,2088,703.02013112,268705,-141.26711730957032,1.9964137077331543,0.03148188292980194,38.130133056640624,0.0003,,
121,2311,280395,237.89,2092,697.48298932,270390,-143.8870056152344,-0.2411314845085144,0.031156328320503236,34.131404113769534,0.0003,,
121,2322,281555,243.68,2096,716.9198249899999,271550,-144.47500305175782,-0.038845396041870116,0.030772628262639046,35.77810211181641,0.0003,,
121,2332,282780,246.99,2100,727.80416436,272775,-142.11309509277345,-2.7283721685409548,0.031080524995923044,48.40854110717773,0.0003,,
121,2342,283870,251.13,2104,742.3226758699998,273865,-142.26485900878907,-1.0716563701629638,0.03126789778470993,43.063351440429685,0.0003,,
121,2349,284725,249.52,2108,736.6411466200001,274720,-145.3442626953125,0.590096116065979,0.03110687918961048,43.36777267456055,0.0003,,
121,2359,285895,247.87,2112,730.9626933799998,275890,-143.49193420410157,-0.31674909591674805,0.03129110112786293,41.843257141113284,0.0003,,
121,2368,287130,250.08,2116,737.7794800999999,277125,-143.50458984375,-1.7114373862743377,0.031174242869019507,43.18574676513672,0.0003,,
121,2379,288435,252.27,2120,743.78707742,278430,-142.93248901367187,-0.9973077356815339,0.031673984974622725,41.06615676879883,0.0003,,
121,2387,289340,248.52,2124,731.7845595700002,279335,-145.0938262939453,0.3236419916152954,0.03163444325327873,36.521507263183594,0.0003,,
121,2395,290345,251.06,2128,742.51130831,280340,-144.59791564941406,0.14358870983123778,0.03206929042935371,42.004329681396484,0.0003,,
121,2403,291325,252.35,2132,745.9965636100001,281320,-142.99724426269532,0.1344340115785599,0.03141876384615898,43.537882232666014,0.0003,,
121,2409,292030,251.97,2136,744.63816951,282025,-145.53053283691406,-0.5488935708999634,0.03199398592114448,40.74459533691406,0.0003,,
121,2418,293180,254.31,2140,751.8269831199999,283175,-144.70746765136718,0.29012381136417387,0.03235188499093056,38.19439544677734,0.0003,,
121,2424,293855,256.28,2144,758.25150044,283850,-144.64145202636718,-2.1756866455078123,0.031739191710948945,42.15902328491211,0.0003,,
121,2431,294720,255.86,2148,757.1735151099998,284715,-145.0996856689453,-0.6265446752309799,0.031228065118193628,39.05533065795898,0.0003,,
121,2441,295830,259.68,2152,769.87279131,285825,-144.74729919433594,1.0608545243740082,0.03155034631490707,43.27913818359375,0.0003,,
121,2444,296275,258.45,2156,766.25117937,286270,-145.59754333496093,1.875348973274231,0.031176594272255897,41.815957641601564,0.0003,,
121,2457,297935,262.66,2160,779.50692626,287930,-146.52047729492188,1.4400768160820008,0.030905719473958017,37.25576171875,0.0003,,
121,2464,298765,262.96,2164,780.70838858,288760,-145.94263916015626,0.09280978441238404,0.03241806030273438,43.503144073486325,0.0003,,
121,2472,299700,258.97,2168,766.75083879,289695,-146.95664672851564,-0.45482011437416076,0.03204387351870537,41.63502578735351,0.0003,,
121,2480,300670,255.05,2172,754.2184985499999,290665,-149.15357055664063,0.5703220784664154,0.03195181414484978,38.68266143798828,0.0003,,
121,2489,301675,259.26,2176,765.6775236100001,291670,-145.04774780273436,-0.6211330533027649,0.031428150832653046,41.636297607421874,0.0003,,
121,2494,302315,252.95,2180,745.8125212900002,292310,-145.62786865234375,-0.5614979147911072,0.032352884858846666,40.822846221923825,0.0003,,
121,2500,303015,251.27,2184,740.5398535200002,293010,-147.42734069824218,-0.996086309850216,0.032235892862081526,39.64389419555664,0.0003,,
121,2508,303990,250.75,2188,739.64299163,293985,-146.4486846923828,1.2680958807468414,0.031755569577217105,36.20831146240234,0.0003,,
121,2513,304565,251.94,2192,743.18601718,294560,-146.8480194091797,1.953205132484436,0.03185137957334518,38.862666320800784,0.0003,,
121,2523,305735,246.69,2196,726.7347289999999,295730,-143.95394287109374,-1.149319839477539,0.031228459253907204,44.738063430786134,0.0003,,
121,2527,306215,244.29,2200,719.38011017,296210,-146.5610595703125,-2.5703859329223633,0.03149811178445816,41.587353515625,0.0003,,
121,2536,307280,235.25,2204,691.5199885400001,297275,-148.3744903564453,-2.2941177248954774,0.031165380403399466,42.14380722045898,0.0003,,
121,2540,307840,232.81,2208,683.3426423200002,297835,-144.8490203857422,-0.9707538723945618,0.031095923110842704,45.07379913330078,0.0003,,
121,2547,308675,232.75,2212,683.4705854800002,298670,-148.26964111328124,-1.2419382125139236,0.031833159178495406,42.094181060791016,0.0003,,
121,2552,309215,227.62,2216,666.9739830400001,299210,-147.17587280273438,0.8464094400405884,0.03155071660876274,38.87275619506836,0.0003,,
121,2557,309905,220.39,2220,644.73965952,299900,-145.0994140625,0.7634300068020821,0.03173715025186539,43.39031753540039,0.0003,,
121,2567,311045,221.76,2224,649.0104622499999,301040,-147.89879455566407,-0.8085630238056183,0.03234696388244629,41.60559616088867,0.0003,,
121,2573,311780,219.17,2228,640.9734790799998,301775,-147.05025329589844,1.947835087776184,0.031929311156272885,44.8816780090332,0.0003,,
121,2581,312725,216.02,2232,631.09555089,302720,-146.79245300292968,-2.1821276903152467,0.03144214600324631,42.49001922607422,0.0003,,
121,2587,313500,214.42,2236,625.62095444,303495,-146.82843322753905,1.0034343242645263,0.031428059190511705,43.14610595703125,0.0003,,
121,2597,314740,215.0,2240,627.6056631199999,304735,-147.54171447753907,0.3567023754119873,0.03218336999416351,45.959651184082034,0.0003,,
121,2606,315815,217.24,2244,634.6239993999999,305810,-146.7396209716797,2.1725318908691404,0.03136335164308548,48.48432159423828,0.0003,,
121,2613,316735,219.94,2248,643.46058262,306730,-146.3306396484375,0.8771579325199127,0.0317116416990757,49.91600112915039,0.0003,,
121,2619,317425,216.91,2252,633.79629193,307420,-148.8750762939453,-1.0693597793579102,0.03191477283835411,44.62451705932617,0.0003,,
121,2625,318240,218.43,2256,638.85934938,308235,-149.28975524902344,-2.044139766693115,0.03160549253225327,40.154083251953125,0.0003,,
121,2631,318955,213.97,2260,624.85785762,308950,-146.2201354980469,-0.6296769082546234,0.03190876692533493,44.33688583374023,0.0003,,
121,2638,319700,208.98,2264,608.8607408299999,309695,-147.72168579101563,1.6987761020660401,0.03135459944605827,47.335610961914064,0.0003,,
121,2643,320340,209.52,2268,611.5890600099999,310335,-147.14768981933594,-0.055513837933540346,0.03208669573068619,48.86506805419922,0.0003,,
121,2650,321160,209.2,2272,610.9470686100001,311155,-145.5621765136719,-0.14251524209976196,0.032165487110614774,45.947567749023435,0.0003,,
121,2657,322005,201.55,2276,589.62169379,312000,-149.3641845703125,0.8813361436128616,0.03166528567671776,42.18434638977051,0.0003,,
121,2661,322510,201.37,2280,590.07360642,312505,-146.19703369140626,0.00953405499458313,0.031476641446352004,43.21397018432617,0.0003,,
121,2668,323430,202.29,2284,593.6399452100001,313425,-148.4041534423828,0.2359996557235718,0.032423897087574004,43.904703521728514,0.0003,,
121,2674,324045,202.65,2288,594.1089029,314040,-147.6069763183594,-1.2931128561496734,0.03157869279384613,41.58027267456055,0.0003,,
121,2682,325060,200.8,2292,588.88652625,315055,-144.90855407714844,0.6195030808448792,0.031100886687636376,45.78403015136719,0.0003,,
121,2689,325850,200.51,2296,587.45609291,315845,-146.78673400878907,-1.1314419031143188,0.032437543570995334,45.44723205566406,0.0003,,
121,2698,326950,204.35,2300,597.4956199699999,316945,-148.2377471923828,-2.052854984998703,0.03295740336179733,44.86768264770508,0.0003,,
121,2707,328045,206.99,2304,606.38515646,318040,-149.17953186035157,-2.3811315536499023,0.03219689950346947,43.32798309326172,0.0003,,
121,2714,329015,209.49,2308,612.27256481,319010,-148.11429138183593,0.7227006435394288,0.03157203197479248,40.63471450805664,0.0003,,
121,2722,329860,210.53,2312,612.86959018,319855,-147.74070739746094,-2.2144061088562013,0.03161048218607902,41.71247940063476,0.0003,,
121,2734,331290,213.19,2316,620.62946574,321285,-149.51898193359375,-3.234166479110718,0.03092189021408558,39.3136589050293,0.0003,,
121,2740,332090,218.7,2320,636.1899378700001,322085,-147.7270263671875,-0.4164306163787842,0.031711383163928984,43.28511047363281,0.0003,,
121,2750,333225,222.84,2324,646.1351031300002,323220,-147.7339660644531,0.5427717089653015,0.03072434812784195,41.93717727661133,0.0003,,
121,2756,333935,220.93,2328,637.97317462,323930,-148.26329345703124,0.4752653956413269,0.03068482652306557,40.41750564575195,0.0003,,
121,2765,334945,220.66,2332,636.25568277,324940,-147.26417846679686,0.13194037675857545,0.03159519582986832,46.20987091064453,0.0003,,
121,2776,336265,224.47,2336,649.90786054,326260,-148.41712951660156,-0.10123809576034545,0.032490485906600954,43.633338165283206,0.0003,,
121,2786,337520,227.48,2340,656.03116246,327515,-149.94366455078125,-0.2285439133644104,0.03173493444919586,45.19483261108398,0.0003,,
121,2793,338390,226.33,2344,652.7139839700001,328385,-148.8116485595703,-1.0928093791007996,0.03221060112118721,40.75129165649414,0.0003,,
121,2803,339510,227.67,2348,657.36075859,329505,-146.61407775878905,-0.8162402391433716,0.03226176276803017,42.11628341674805,0.0003,,
121,2815,340895,230.18,2352,664.3858885999999,330890,-148.97196044921876,-2.2413256049156187,0.03155705705285072,43.954367065429686,0.0003,,
121,2825,342090,234.41,2356,675.96712693,332085,-147.2031219482422,-0.14049000144004822,0.032493697851896285,48.07251510620117,0.0003,,
121,2831,342870,238.17,2360,685.09766809,332865,-148.68382873535157,0.15276970863342285,0.03215287327766418,44.49038238525391,0.0003,,
121,2836,343400,239.05,2364,686.2458479599998,333395,-148.58393249511718,1.177651983499527,0.03257107585668564,46.695001220703126,0.0003,,
121,2849,344965,240.39,2368,688.14425927,334960,-146.83841552734376,0.09080260992050171,0.0314968541264534,42.389077758789064,0.0003,,
121,2854,345560,244.57,2372,700.42657062,335555,-148.5377624511719,0.5013206124305725,0.032505583763122556,41.829261779785156,0.0003,,
121,2864,346705,246.36,2376,705.7692331699999,336700,-145.54593505859376,1.2201831638813019,0.03322197049856186,44.33166275024414,0.0003,,
121,2868,347300,249.31,2380,714.3929867599998,337295,-148.24913330078124,-1.608935809135437,0.032407299429178235,41.959920501708986,0.0003,,
121,2877,348195,249.6,2384,713.9663574,338190,-147.5246795654297,1.2579808473587035,0.03187222108244896,41.8769645690918,0.0003,,
121,2885,349305,250.97,2388,719.34766218,339300,-149.81080932617186,0.5130380630493164,0.031212450936436653,44.332271575927734,0.0003,,
121,2892,350160,251.29,2392,720.7642248799999,340155,-149.19585876464845,0.47066810727119446,0.03207509145140648,46.26283340454101,0.0003,,
121,2900,351040,250.95,2396,719.27263216,341035,-147.0921875,-0.6051900863647461,0.031037147715687753,42.32892990112305,0.0003,,
