#{"t_start": 1783132137.3467135, "env_id": "None"}
r,l,t,rc_alive,rc_forward,rc_upright,rc_height,rc_ctrl,rc_action_rate,rc_lateral,rc_yaw_rate,rc_joint_vel,ep_speed,ep_dist
-6.590517,64,1.413499,64.0,-53.90762063029793,18.719012523954333,20.60709806385124,-4.439378824234009,-20.77101620435714,-6.8295875924041125,-21.62570252948184,-2.343321371719142,-0.28296777733334877,-0.3621987549866864
-25.455084,51,1.505869,51.0,-45.88363256171412,13.387787998289502,15.481189258316268,-3.9698987460136417,-19.22709155082702,-5.325320609970147,-29.235353128356312,-1.6827642645006227,-0.396379225192184,-0.40430680969602767
112.803728,67,1.629488,67.0,74.35968237036568,21.197240175113375,21.555724551757596,-4.7332952260971055,-23.41735852956772,-8.48447373580102,-32.073853106973075,-2.599938886076152,0.4530908995961421,0.6071418054588305
-35.150918,47,1.710573,47.0,-54.03098020687342,11.261621870360242,13.107699665193556,-3.5824710035324085,-17.299462151527408,-7.178400981578444,-22.833438182545226,-1.5954865962510638,-0.4565117233280539,-0.4291210199283707
-38.351674,45,1.790896,45.0,-48.01317637012837,12.870381476402084,14.5367318266734,-3.529132641553879,-19.398779773712153,-5.8044730294002465,-32.41203675805497,-1.6011882673752647,-0.4426862699802582,-0.39841764298223237
2.979327,71,1.922033,71.0,-40.71838538318061,23.670863509874575,25.290921299291615,-5.191242928504947,-25.707954335212705,-3.776603269338797,-39.009866757132315,-2.5784047878173686,-0.2306089132539769,-0.3274646568206472
-37.730374,58,2.027835,58.0,-59.9444594804629,16.806481165417136,17.332855131124006,-4.302319860458374,-20.707013463974,-7.191767798477666,-35.67833637144983,-2.045813190735228,-0.436431211938578,-0.5062602058487504
-24.421105,57,2.130262,57.0,-42.891379048824845,14.900156908667677,17.141664087826047,-3.952869620323181,-20.12775106430054,-6.7979485528805945,-37.333718275766294,-2.3592594774279556,-0.30655981981173935,-0.34947819458538293
8.065849,64,2.243474,64.0,-39.47025790214382,18.95972607179914,20.331376039622146,-4.608714876174926,-23.430105841159826,-4.4602726183057735,-20.930958493394257,-2.3249435862397885,-0.1519821422325674,-0.19453714205768627
-5.291585,52,2.333299,52.0,-39.91565795372306,14.52556406044532,16.10870228148104,-3.823520348072052,-19.377968519926068,-4.784625144429557,-18.02542330634449,-1.9986562983868372,-0.38949292917088035,-0.40507264633771556
-1.831534,42,2.408311,42.0,-26.832790014116934,12.621556632552457,12.610609715810732,-3.1305204653739938,-16.707107400894166,-2.6417867502407932,-18.239053905084134,-1.5124420393502234,-0.3685303696170962,-0.3095655104783608
-30.91222,55,2.507058,55.0,-53.57106930282402,14.96792061054665,17.401058407653135,-4.271084909439089,-20.499001920223236,-6.929924516461762,-30.89207620370832,-2.118042554778168,-0.4398983184816679,-0.48388815032983473
-25.38484,49,2.595138,49.0,-48.64329237782036,13.011162301895672,14.736012542695166,-3.7170924496650697,-19.165829885005948,-6.313685120573299,-22.561923903825956,-1.730191455165392,-0.4073020230546073,-0.39915598259351515
-17.031341,53,2.69383,53.0,-35.76610548862331,14.626210160180593,16.612837734601392,-4.009723269939422,-20.178262233734134,-4.392565869209431,-34.50334245935857,-2.4203897932773293,-0.37203330987005434,-0.39435530846225764
-22.926463,55,2.793867,55.0,-45.64340576281119,15.286774139105471,17.45417003987997,-3.7340590620040888,-18.26039571762085,-5.5596496833684474,-35.42677350093367,-2.0431231250384,-0.4004432620825902,-0.4404875882908492
-6.283165,53,2.890874,53.0,-33.62256864386548,15.757188407185838,17.514026670057607,-3.685791158676148,-18.699633288383488,-3.000620542044186,-31.434827823561367,-2.1109387825059165,-0.26537018611263935,-0.28129239727939775
3.522234,56,2.994767,56.0,-30.469931032889153,15.736750270469525,17.197077596311637,-4.033506786823272,-19.23003426790237,-3.808298072074584,-25.781685801584203,-2.0881378336687053,-0.2312073692400854,-0.2589522535488957
-8.135086,46,3.080553,46.0,-31.366738464284218,12.634822959843719,14.39871658577458,-3.298389291763306,-16.22293725013733,-3.4519290196196524,-25.300929351746337,-1.5277024586034806,-0.376848208119571,-0.34670035147000533
-30.607184,69,3.651294,69.0,-64.04976155267046,21.007024191747927,23.73222663219533,-5.090503841042521,-23.710395061969766,-7.751800994404291,-40.95366773196575,-2.7903054363568343,-0.3641758102365441,-0.5025626181264309
-14.470747,56,3.752572,56.0,-37.5749325825664,17.106389769691916,18.18583889480649,-4.2803623557090775,-21.295568907260893,-5.047847763206539,-35.285376050085674,-2.278887788893156,-0.2649133580445639,-0.2967029610099116
-11.860936,54,3.848268,54.0,-42.736439711242674,15.681839166442975,17.59039751984038,-3.849342315196991,-19.0696143746376,-3.8591526388198862,-27.545640129594773,-2.072983906522141,-0.31736517940345316,-0.3427543937557294
93.955956,69,3.970336,69.0,66.44617989151266,22.711383278372562,22.16116555150332,-5.1235240769386285,-25.742540633678438,-6.384833364343934,-46.69843653027235,-2.4134377713084434,0.2811797661613156,0.3880280773026156
17.805729,82,4.118276,82.0,-36.94332819270064,24.768081690643236,27.62385390639478,-6.154664633274079,-31.191423106193536,-6.10643122701439,-32.468233620256,-3.7221256187934193,-0.11336837697267885,-0.18592413823519333
1.001851,57,4.221013,57.0,-34.09998776397638,16.77843316467808,18.562864401361963,-3.7602042508125315,-19.880193722248073,-4.420685390695288,-27.242506409376634,-1.9358686502155993,-0.257452978296657,-0.293496395258189
-6.356915,49,4.30985,49.0,-26.404957852188563,14.05125229346844,15.345273153139452,-3.4175322008132927,-16.71283348798752,-3.7474297391393003,-32.970793424118014,-1.4998935271093763,-0.17470823625295923,-0.17121407152790002
-17.040173,48,4.395225,48.0,-39.1525920586444,11.504538144094452,13.432240809052482,-3.58047824382782,-18.688021969795233,-5.77864398829863,-21.166231897863014,-1.610983431722842,-0.3586277484544098,-0.3442826385162334
-0.401992,53,4.488858,53.0,-29.862602968184543,14.753750640030216,16.231853742324432,-3.6922648787498473,-18.13305973410607,-3.9388591959775345,-26.586578903838113,-2.1742305362895085,-0.2715911061126725,-0.2878865724794329
-2.819113,54,4.586781,54.0,-38.83293473198006,13.366801536505564,16.699793071038858,-4.245502605438233,-20.63266034126282,-3.946456425224608,-17.29529587944131,-1.9328576855954016,-0.35523039989482846,-0.38364883188641474
-23.778376,56,4.692411,56.0,-51.348475628644536,16.16094789592828,17.820045612991205,-4.011477615833282,-19.886234724521636,-6.256696195881662,-29.84710560522295,-2.4093793032642736,-0.34614614363011326,-0.38768368086572685
-16.855953,51,4.784284,51.0,-48.87656225574363,13.185368548966025,15.70611484331585,-3.8442830228805547,-18.835665249824526,-6.81104484656065,-16.30311756432127,-2.07676373567084,-0.41681536685971643,-0.42515167419691074
-20.917448,59,4.89654,59.0,-43.569772816562576,16.45674687012919,18.534735319125016,-4.434213845729829,-23.014166218042376,-5.882087272405589,-35.627679093311116,-2.3810108456433037,-0.2849322562199937,-0.33622006233959256
-16.925017,46,4.985423,46.0,-37.28099786639512,11.346726694752368,14.106112059647455,-3.3599816870689394,-15.692512965202335,-5.841433841446323,-24.343360842988517,-1.85956898091516,-0.3134293911985726,-0.2883550399026868
-32.778993,40,5.058262,40.0,-45.68616482738734,9.135878362814818,11.557462314856503,-2.97188339471817,-13.249175190925602,-6.927339624478056,-22.831252782836366,-1.8065177436024766,-0.4081711398577029,-0.32653691188616235
-47.324325,41,5.129586,41.0,-55.51850128192644,8.983773468360909,11.793032765166569,-2.914189906120301,-13.344037187099456,-7.1218024578793315,-28.52385929856727,-1.6787407812826174,-0.5024305801790929,-0.41199307574685623
-2.090188,47,5.213425,47.0,-25.037467080778608,11.812658996096433,13.3156579466012,-3.2334389209747316,-14.354247736930848,-2.5506644061333126,-27.027588890076593,-2.015097809929413,-0.3593490508938789,-0.3377881078402462
-8.624902,54,5.311263,54.0,-32.466943966395064,15.773674515226006,17.430341287998537,-3.8930845189094545,-18.710477840900424,-4.584099585354579,-33.82615603471701,-2.3481561626309184,-0.25125342049801214,-0.27135369413785315
19.523991,50,5.402756,50.0,-13.906548206160393,13.162177311454068,15.146351502175976,-3.9672099971771253,-19.671556615829463,-1.1054697065175383,-18.171194134858148,-1.9625589582825187,-0.30237215361885056,-0.30237215361885056
-41.765571,50,5.613245,50.0,-52.299299694158236,14.305581046432938,15.75554725750489,-3.5220194268226614,-17.093675035238267,-7.106778111973195,-39.73227862742059,-2.072648789394766,-0.4326910509625639,-0.4326910509625639
