#{"t_start": 1783132195.607762, "env_id": "None"}
r,l,t,rc_alive,rc_forward,rc_upright,rc_height,rc_ctrl,rc_action_rate,rc_lateral,rc_yaw_rate,rc_joint_vel,ep_speed,ep_dist
20.680776,62,1.565006,62.0,-16.96569787429834,18.512832723317175,19.977635027105688,-4.599089055061341,-23.22240958213806,-2.6236454519442436,-30.226395384639723,-2.172454393425675,-0.17022597847659668,-0.2110802133109799
69.681796,61,1.672911,61.0,31.2033430483535,19.228775810665503,19.83055767479562,-4.633153853416442,-23.50906326770782,-2.7496491434529133,-28.27607210706879,-2.4129422322730623,0.3394819646841158,0.41416799691462125
-4.536105,62,1.786743,62.0,-42.31045288080407,17.421227811686187,18.494569911142907,-4.480739967823027,-23.363197016716004,-4.837829669533732,-25.38504779847934,-2.0746357558740915,-0.2933908456495985,-0.3638046486055021
-2.203851,49,1.878293,49.0,-30.735741852164757,13.518261429019523,15.691307752288271,-3.578689639568329,-18.585325276851655,-3.389627514444538,-22.463466985566054,-1.660568633446346,-0.21266791378894087,-0.20841455551316204
-16.727849,54,1.975766,54.0,-40.58551796610267,16.405953799079036,17.46507741856236,-4.025405955314636,-20.451870191097264,-3.7248009511452245,-33.92395960451607,-1.8873256153193627,-0.3076410282914693,-0.3322523105547868
-16.014905,53,2.08311,53.0,-46.93138487691368,14.640710501799198,16.245299087009784,-3.8676526403427123,-19.01446673870087,-5.0518647634780525,-23.377524990076136,-1.6580209069227145,-0.4110993318945647,-0.43576529180823864
55.396134,98,2.259295,98.0,-17.172288302484233,31.501470079250534,32.529914128515884,-7.58947426080704,-38.73292257785798,-4.48027409640693,-34.46361780240329,-4.196673109571067,-0.12479199005112908,-0.244592300500213
-9.769413,51,2.351197,51.0,-39.88644890382384,14.802836123626857,16.300365282747467,-3.3803266668319703,-18.044608652591705,-5.23398071907636,-23.613837962537264,-1.7134115371154985,-0.2648937588728227,-0.27019163405027913
51.941232,81,2.501261,81.0,-7.101809925288276,25.74180041907959,25.455944339424054,-6.066514279842378,-29.338329005241405,-2.2482991661961083,-32.37992170892095,-3.121638666878194,-0.20940208570364194,-0.33923137883989996
34.999122,61,2.61624,61.0,-15.113496031648475,17.756013644230915,18.655793312500126,-4.373919031620026,-20.969791334867487,-2.5204012624354224,-17.10157497328066,-2.333502488191261,-0.1560333313831066,-0.19036066428739004
-1.545533,56,2.725945,56.0,-34.95852887537071,16.341947491226914,18.44368137314507,-3.7921853280067457,-18.051439452171323,-4.739683095660323,-28.424691462198528,-2.3646333080001596,-0.22578587617920579,-0.2528801813207105
-44.249057,43,2.805533,43.0,-58.58676412555363,10.423260920528673,13.420518878209068,-3.311956064701081,-16.02337716817856,-8.688883971970625,-22.69008318109475,-1.7917724587842245,-0.5343653007116115,-0.45955415861198584
-42.594594,48,2.896009,48.0,-59.68168847835484,12.350704116486694,15.099959691206813,-3.430359803438187,-17.685573637485504,-8.460862355777593,-26.995038571816586,-1.791735274728241,-0.498955916644173,-0.47899767997840603
