#{"t_start": 1783132195.7607489, "env_id": "None"}
r,l,t,rc_alive,rc_forward,rc_upright,rc_height,rc_ctrl,rc_action_rate,rc_lateral,rc_yaw_rate,rc_joint_vel,ep_speed,ep_dist
35.916511,77,1.439544,77.0,-17.517423628546762,23.86345710677148,25.242445994400505,-5.502978420257566,-26.25018566846848,-2.5137778916473805,-35.643155929188886,-2.7618701453550445,-0.09772896747562282,-0.15050260991245915
-15.278993,54,1.533916,54.0,-48.467373942865265,14.500708639006453,16.60026708729062,-3.987515535354614,-18.699039351940158,-7.144181835613568,-19.829759977170966,-2.2520981058460654,-0.35354420393727715,-0.38182774025225935
-19.561237,68,1.659128,68.0,-53.97412604662826,19.618419143981818,21.388092554249972,-4.791049633026124,-24.522799825668322,-6.6783500244949074,-36.28182867814881,-2.3195940703682156,-0.30738113349023655,-0.4180383415467217
-5.225105,46,1.74431,46.0,-29.202380580017312,12.212249901663139,13.097469891823565,-3.702794406414033,-19.263682234287263,-3.1786335220712765,-19.358120081434386,-1.8292142301444003,-0.35659266981587323,-0.3280652562306034
-24.062842,49,1.834231,49.0,-52.48912884639204,12.154024417621091,14.877141654375936,-3.4231655502319343,-16.85925629734993,-6.796160667006299,-18.642714323416904,-1.8835820563733343,-0.39417411750030446,-0.3862906351502984
-22.222058,56,1.946309,56.0,-53.40277769402172,17.26309697932146,18.19068875183769,-3.9522248411178587,-19.773008668422694,-6.792808479916058,-27.986001724221754,-1.7690223232895113,-0.38834445584537886,-0.43494579054682436
-16.786117,63,2.059341,63.0,-62.054952043267164,18.97275713850026,20.229965055713095,-4.2532874298095695,-21.89938133955002,-7.454058617439877,-21.198968209599006,-2.128191716433422,-0.3810315618592192,-0.4800997679426162
-24.972346,48,2.147,48.0,-41.560360423795395,12.78363339774897,14.917163752571614,-3.561886274814606,-17.108385598659517,-4.997992894192058,-31.55419322249343,-1.8903243541074568,-0.4452012879052987,-0.4273932363890868
-37.401553,48,2.235092,48.0,-47.126624902589114,13.09233770944534,14.098158114186687,-3.6184412515163427,-17.60801054239273,-6.650687030322644,-35.70405170645194,-1.8842338231913482,-0.4026114580470772,-0.3865069997251941
-8.821684,65,2.356299,65.0,-44.369790862476314,21.38598375954192,22.695824024492808,-4.673324420452119,-22.751852333545692,-4.45139400540474,-39.026019881582485,-2.6311102529805885,-0.25686658451702715,-0.3339265598721353
-18.557763,49,2.445894,49.0,-45.74646701745151,14.114205686929115,14.91299940374633,-3.4112979817390445,-17.168195438385016,-4.871099064862225,-23.457201605826665,-1.9307071768590616,-0.37793365371750337,-0.3703749806431533
-12.800185,57,2.555799,57.0,-38.94524239910816,14.632502935509775,16.35803360210262,-4.344626464843749,-20.899385559558866,-5.203515571391565,-29.39843607023836,-1.9995154154390191,-0.3574795941772344,-0.40752673736204725
-21.957137,53,2.656191,53.0,-39.39294257041147,13.688490487532198,15.566355095632597,-4.038489828109742,-20.01640067696572,-4.243761493880457,-34.47767779136758,-2.042710449533889,-0.3949193266911171,-0.4186144862925842
10.550887,71,2.78834,71.0,-34.02230184738535,19.841972750287425,23.025494410400405,-5.500761659145355,-26.20381842255592,-5.49053248350747,-29.27073818414894,-2.828427790236525,-0.2096472363950796,-0.297699075681013
-34.726494,59,2.897379,59.0,-47.63465388611939,16.278975374790356,18.21348120633546,-4.473591253757476,-23.434126520156852,-7.527952275960151,-42.88585098851932,-2.262776112487781,-0.33362666206230357,-0.3936794612335182
-36.900376,52,2.995347,52.0,-62.08143665275825,13.635739496714498,15.567883809868698,-3.6649031424522396,-18.32943144440651,-9.255358064176392,-22.58167778559545,-2.1911926356077736,-0.48389967677789186,-0.5032556638490076
-14.782689,47,3.085785,47.0,-47.36266998050208,12.791868440539778,14.83409856185397,-3.6731460595130923,-17.13506209850311,-5.554883752402301,-13.783721924983967,-1.8991719357949137,-0.5213619533172201,-0.49008023611818696
-4.009877,44,3.172206,44.0,-23.76278944768724,11.543890537770238,13.836251167547088,-3.468295748233795,-18.873506379127505,-3.199001732869883,-22.466673549309,-1.6197523033995833,-0.16345130328279497,-0.14383714688885957
-23.143806,55,3.728606,55.0,-59.23358870166938,15.604342661120839,17.096120310452157,-3.9893401074409476,-20.40664061307907,-6.943499257852416,-18.453168136061887,-1.8180323556489377,-0.45466921432026824,-0.5001361357522951
-10.584124,71,3.860353,71.0,-55.36099927901127,21.804662504154646,23.44603658638052,-5.179465250968934,-25.551638102531438,-8.323897282496961,-29.794534757157592,-2.6242879873349563,-0.3511722678579403,-0.4986646203582752
-9.288836,47,3.947608,47.0,-35.7454471574344,12.726498018452155,14.617554153049664,-3.2493378901481633,-15.70897563099861,-5.175990220502902,-22.242352316852916,-1.5107852803767876,-0.32866984143047984,-0.30894965094465104
