#{"t_start": 1783132195.7078414, "env_id": "None"}
r,l,t,rc_alive,rc_forward,rc_upright,rc_height,rc_ctrl,rc_action_rate,rc_lateral,rc_yaw_rate,rc_joint_vel,ep_speed,ep_dist
56.159676,50,1.437768,50.0,20.552888093270123,13.917929617525003,15.04866087933118,-3.7313903045654295,-17.071328544616698,-1.270360449472108,-19.319027253422373,-1.9676961820506047,-0.015457639135277014,-0.015457639135277014
-22.699054,48,1.528958,48.0,-38.8406870274201,12.457273541160047,15.496136814067587,-3.350021212100984,-16.560033428668973,-4.66590521661969,-33.46217658519474,-1.7736412198340052,-0.321845491622856,-0.30897167195794173
-16.04669,51,1.61917,51.0,-40.692483669720346,13.512268739053766,15.449388278949826,-3.532093477249145,-16.741148620843887,-5.814388448192226,-27.51779133320749,-1.7104412220580323,-0.3352833735140726,-0.34198904098435406
-17.040956,50,1.712101,50.0,-42.8195616920139,13.995302991876422,15.542404723692131,-3.709134707450868,-17.35260578393936,-4.85246987430668,-25.983425903289955,-1.8614662014208914,-0.3267791894484336,-0.3267791894484336
0.741511,54,1.811229,54.0,-32.040069612137565,16.239496169151295,18.156204999677144,-3.6274687242507935,-18.295239448547363,-4.429536721440804,-27.40731501820303,-1.8545603352574267,-0.22331706295855522,-0.24118242799523965
-17.931437,39,1.883456,39.0,-26.48680425394239,9.818617979597171,11.65510875766803,-2.9393586397171023,-14.883735978603367,-3.347360121415461,-29.34615520626684,-1.4017495083889873,-0.30206082511152194,-0.23560744358698713
15.731546,61,2.004778,61.0,-30.43885063448211,18.06477195330114,18.582223089323808,-4.490241291522981,-22.316831135749815,-4.633394759127752,-17.902896600133985,-2.1332342210295705,-0.03737759872023166,-0.04560067043868262
8.874138,67,2.124722,67.0,-34.41873798043887,19.41077115825887,21.338646875488127,-5.010617349147798,-26.800699436664583,-4.096424094957051,-26.079501183180714,-2.469300356334856,-0.1588313044717449,-0.21283394799213817
-29.799754,49,2.214209,49.0,-50.93795016708979,12.79134773849734,14.723264972328149,-3.7555716800689702,-18.415809893608092,-7.153755149846594,-24.10286644899628,-1.94841355338008,-0.36029251083935343,-0.35308666062256633
-11.228509,46,2.300063,46.0,-29.43270235695669,13.855289604035999,15.393083433238562,-3.164192769527435,-15.304476314783097,-4.724518307852908,-31.9414411727715,-1.9095514049039115,-0.26691133998062344,-0.24555843278217357
-20.315742,60,2.411258,60.0,-49.057401675174305,15.979847760542796,17.89042918350222,-4.918888807296751,-24.601217103004455,-6.40335684142928,-27.010936635403386,-2.1942179169830838,-0.34549674432823374,-0.41459609319388047
-9.436048,48,2.498957,48.0,-27.29391149254644,13.106012468596639,15.391537261909184,-3.345125572681427,-17.15937029123306,-3.9112275755882506,-32.10833711009865,-2.1156259503705517,-0.19062054266354675,-0.18299572095700486
-26.416814,49,2.592756,49.0,-54.847598373477595,13.186975468368425,15.539255080883724,-3.3432208228111264,-16.55878953933716,-6.915532247833917,-20.92450189713241,-1.553401706274403,-0.4251664591768837,-0.41666312999334604
-5.801836,53,2.694441,53.0,-19.732472641062582,17.91192388780327,18.64377089160214,-4.033753988742826,-20.701412367820744,-2.1987343049448262,-46.8823133588949,-1.808844438247522,-0.03176258152064014,-0.03366833641187855
-22.085055,55,2.797918,55.0,-39.8145958958933,16.09876287570743,18.074199244774025,-3.600295548439025,-17.200260257720945,-3.316351453580767,-45.33366057366696,-1.9928537327868985,-0.30429510716282393,-0.33472461787910635
-0.342257,66,2.91999,66.0,-42.72838262015767,20.429489207367332,22.853430468359438,-5.328748900890348,-27.867381227016452,-4.5714866494531,-26.27318751834533,-2.8559894447197287,-0.24218268157424155,-0.3196811396779989
-17.642052,53,3.018428,53.0,-28.649491527565743,17.258317501431055,17.519279519884137,-3.658420526981355,-19.616315180063246,-3.0580249480261807,-48.505942148487996,-1.9314550708913623,-0.2389797302004002,-0.2533185140124242
-10.751237,51,3.11402,51.0,-38.523814362326384,13.314888953370668,15.05922537996942,-3.9088216781616216,-19.265711927413932,-4.809886887176424,-21.836543095452942,-1.780573513075618,-0.3696101341136853,-0.377002336795959
-1.037468,64,3.241079,64.0,-32.61229870548207,19.496876887401356,20.44676062879725,-4.971646213531493,-23.573821783065803,-4.170857860932155,-36.95753378917396,-2.694946793764616,-0.2284716766380743,-0.2924437460967351
7.65941,57,3.800115,57.0,-20.111332138994605,16.223023835594642,17.42403663218497,-4.494656696319578,-22.310370409488677,-2.773929360023921,-30.925707621497157,-2.3716543563606804,-0.30978862467865714,-0.35315903213366917
-49.441857,58,3.907735,58.0,-75.54654707541273,14.395958071573101,16.685440236017772,-4.215026934146881,-21.398931157588958,-9.934776970126642,-25.263626519706822,-2.164346221761064,-0.5155189175125715,-0.5980019443145829
-17.036856,53,4.005987,53.0,-42.56955252621171,12.73002935986761,15.728858047331178,-4.181776993274689,-19.013021785020825,-6.9862072254095935,-23.28820878923907,-2.456975728799919,-0.30120775267782246,-0.3192802178384918
-22.845834,38,4.074646,38.0,-37.00611617775615,10.280878357547158,11.799103140356998,-2.8718920707702638,-14.25625264644623,-3.6755964417123654,-23.64061657551934,-1.4753415101663345,-0.37704419632098374,-0.28655358920394763
