#{"t_start": 1783132195.7356925, "env_id": "None"}
r,l,t,rc_alive,rc_forward,rc_upright,rc_height,rc_ctrl,rc_action_rate,rc_lateral,rc_yaw_rate,rc_joint_vel,ep_speed,ep_dist
-20.032356,53,1.417244,53.0,-47.82574551602387,16.34986457852481,16.824985477669163,-4.04985557794571,-20.412392318248745,-5.735289377896638,-26.025550629984902,-2.1583728742377954,-0.35006124155004276,-0.3710649160430453
-30.517583,58,1.524148,58.0,-53.857405643093834,16.88356162846984,17.8624100941305,-4.271167645454407,-19.946728932857514,-7.764144053318959,-34.834275318893106,-2.5898330937419463,-0.3727017624722579,-0.43233404446781915
-27.352017,54,1.619437,54.0,-58.05052905348045,14.288402898800305,16.616230776884873,-3.8717005944252016,-18.73640038371086,-6.971961415023994,-22.528241053965758,-2.0978180124564365,-0.4098657722260655,-0.4426550340041508
7.415908,60,1.734684,60.0,-19.65659304869091,18.19068126802923,19.316334987268327,-4.3783587741851795,-20.934091305732732,-3.4317559754401663,-39.05151200053945,-2.638797227889848,-0.13217181126056332,-0.15860617351267597
-18.939097,45,1.81438,45.0,-36.6648595805731,11.512498153132775,13.200745490943659,-3.4891266369819647,-18.045256876945498,-5.0454232543581465,-23.911908134626366,-1.4957658787987373,-0.30639547020218916,-0.27575592318197023
-20.653901,54,1.920108,54.0,-39.461637424633786,14.224186767516516,15.265039264122597,-4.0538062524795535,-19.66827912330627,-5.131588897476626,-33.79727840922293,-2.030537371467864,-0.3887772182566509,-0.419879395717183
-21.602464,50,2.015718,50.0,-34.97671266782454,14.765099844818659,16.383484307089155,-3.9492603373527535,-18.64284733533859,-4.658295882248395,-38.70993765380316,-1.8139938697445517,-0.23684843197158306,-0.23684843197158306
-20.826522,51,2.105916,51.0,-47.72448924616818,13.707060078610867,16.251969845589507,-3.873458008766175,-18.993324959278105,-6.5725109612380965,-22.377439009656623,-2.244329697332151,-0.4023070446048439,-0.4103531854969408
-6.064234,69,2.231078,69.0,-39.462361902210155,20.082472091811546,21.269982318193037,-4.391483787298202,-19.799450063705443,-6.492786667298638,-43.56013695861027,-2.710469296097153,0.0816891776480941,0.11273106515436986
-10.123072,46,2.316655,46.0,-28.03730132129622,14.34071537725604,15.370115489126645,-3.4489650917053223,-16.982151532173162,-3.3474005900196726,-32.36353264651691,-1.6545511930870604,-0.23946437207676416,-0.22030722231062302
9.77233,60,2.427748,60.0,-31.998390305623087,16.474590948606988,18.269221086240247,-4.106269335746765,-20.799557268619537,-4.145757296454598,-21.66480623704735,-2.256701723143838,-0.4034452311030547,-0.4841342773236656
20.774165,47,2.518558,47.0,-11.509647095975502,14.402487544215889,14.387778489564052,-3.6884133744239813,-18.93572154045105,-2.044135537679413,-17.0049273258813,-1.8332566168445013,-0.1680995936901742,-0.15801361806876374
29.114026,68,2.648306,68.0,-19.66683576199999,21.79370518604138,21.644725887553736,-4.848636624813081,-23.070825541019435,-1.5865609159281397,-30.79644630572693,-2.3550998377570536,-0.349782297954041,-0.47570392521749577
1.59575,48,2.739139,48.0,-27.454110326394574,13.238590574231521,15.386357936802852,-3.4230025684833523,-17.667121273279193,-3.133773674253172,-21.691879628833156,-1.6593113731318883,-0.2505020666701388,-0.24048198400333323
-23.275635,49,2.83025,49.0,-39.66710669869188,14.446738644052617,16.025983903782635,-3.537633349895477,-15.669710695743559,-3.8370240693199618,-37.566623086218506,-2.470259203715523,-0.3278199614641839,-0.3212635622349002
-24.33307,58,2.935263,58.0,-57.60147994827284,17.5193576042905,18.329660172521805,-4.114224500656127,-20.658657133579254,-6.818759093786405,-26.874308552731367,-2.1146583112361292,-0.323423221620773,-0.3751709370800967
-12.214038,53,3.035766,53.0,-37.81949164170201,14.866071965811852,16.850905435286382,-3.9854194688797002,-20.507774770259857,-4.781695897933612,-28.208684296494077,-1.6279496907072188,-0.21899065274708074,-0.2321300919119056
-8.137854,71,3.174944,71.0,-46.82784454707616,20.467959995385215,22.022350327190235,-5.399661939144138,-27.654670977592463,-5.412982775926817,-33.42518047893781,-2.9078238079728678,-0.259365548640763,-0.3682990790698834
-25.189414,43,3.709893,43.0,-37.616020652786545,10.53605190655404,12.660777518972514,-3.014617365598678,-14.685133600234986,-5.224288725868356,-29.27313924325851,-1.573044312920362,-0.3265276722791541,-0.2808137981600725
11.866033,56,3.811931,56.0,-21.818929602734094,16.181971187776437,16.494650635974278,-4.180699708461762,-21.10914039611816,-2.57479310785275,-25.09120252243526,-2.035823331263478,-0.236332286748356,-0.26469216115815875
-46.85685,47,3.900033,47.0,-58.41596950036956,12.01388272853284,13.151758499686396,-3.45550639629364,-16.921854460239416,-6.579969081109976,-31.60162929697062,-2.0475620713370146,-0.5638698901006313,-0.5300376966945934
-33.124362,48,3.989209,48.0,-49.98173288845483,11.666155628454344,13.871803232310073,-3.6551457118988044,-17.009910863637927,-6.005104626562613,-27.758337056090227,-2.2520892530349705,-0.265826722166702,-0.2551936532800339
