#{"t_start": 1783133905.6655934, "env_id": "None"}
r,l,t,rc_alive,rc_forward,rc_upright,rc_height,rc_single,rc_air,rc_ctrl,rc_action_rate,rc_torque,rc_slide,rc_lateral,rc_yaw_rate,rc_joint_vel,ep_speed,ep_dist,ep_pushes
-25.160629,68,1.145382,68.0,-49.45671159830677,20.469544292775552,23.14623475336476,0.75,-4.039999999999999,-5.311582586765288,-26.64567516446114,-10.666105267402953,-3.289587761360259,-6.1601150937162865,-29.358227568582432,-2.598402721261339,-0.2316730237884489,-0.3150753123522905,0.0
-15.649807,46,1.211736,46.0,-21.993192353843295,13.545207430504702,15.527183029287682,0.44999999999999996,-2.9699999999999998,-3.636811854839326,-18.23865813016892,-7.51735057607644,-2.3706607287388857,-4.194527516358447,-28.222299364864117,-2.0286971633194026,-0.22068983863741776,-0.20303465154642433,0.0
12.439338,46,1.273212,46.0,-8.419876513056177,13.039809903328848,14.985772618827246,0.75,-2.7499999999999996,-3.953052654266357,-19.11644405722618,-7.26026219570472,-1.893845052955527,-0.4898599528669435,-16.77965926250109,-1.6732446663931078,-0.3033171975937071,-0.2790518217862106,0.0
-49.296195,57,1.351834,57.0,-53.19322929456257,15.83368780885699,18.38729836271141,0.15,-3.6399999999999997,-4.488346675634385,-22.53750044107437,-8.824279446498428,-2.785576509855223,-6.678705585344065,-36.380767920892,-2.1387752893757304,-0.38023631105023287,-0.4334693945972655,0.0
-52.336029,59,1.432001,59.0,-62.51866294911229,14.602021388012195,17.504151581497005,0.15,-3.55,-4.576265480518341,-23.11729633808136,-9.13762028511416,-3.0995409133173912,-7.748816497253657,-27.682963870832616,-2.1610360714580406,-0.4236830867219797,-0.499946042331936,0.0
-35.787852,66,1.528151,66.0,-51.72488736219639,20.75687861979614,22.750287841205,0.15,-4.14,-4.851770207881929,-24.31067501306534,-9.888545833200535,-2.9333907548207563,-5.195881728627757,-40.209086471408206,-2.190780852767634,-0.3203619517848517,-0.4228777763560043,0.0
-40.29219,49,1.597908,49.0,-40.361277000492876,15.126550214913584,16.47949390273043,0.3,-3.9899999999999993,-3.701286616325379,-18.970206737518307,-7.526150187660418,-1.8189696479089765,-5.138591621815002,-37.79973352832974,-1.892018395823117,-0.3230888325922955,-0.31662705594044954,0.0
21.172251,83,1.719289,83.0,-16.747027431472294,27.165462901353614,29.027802904277934,0.75,-4.629999999999999,-6.735788006782531,-34.506983351707454,-13.246451004276928,-3.0548459368389618,-2.646244599494276,-33.91244750558932,-3.2912266950848372,-0.26827278031823604,-0.4453328153282719,0.0
-36.307573,59,1.803276,59.0,-50.98155003212672,17.124397507782984,18.94042910719003,0.6,-4.47,-4.570984292030335,-23.511742210388185,-9.133659950174076,-2.5005347465230097,-6.17073027662779,-28.588144431956657,-2.0450537492424368,-0.35344361773556887,-0.41706346892797125,0.0
-43.182486,55,1.884534,55.0,-52.00550053432545,15.658246342118083,17.62400358336086,0.3,-3.01,-4.297083139419555,-22.491877841949456,-8.843958522905956,-2.161806858452166,-5.255731518964484,-31.795566059720493,-1.9032118957551487,-0.41180026436232686,-0.45298029079855956,0.0
-4.902343,52,1.958476,52.0,-14.77376411361972,16.17302084757805,18.17684174688129,0.6,-3.7399999999999998,-3.8497018957138067,-19.45549261569977,-7.941802594413591,-3.2270840603468467,-2.117799157539842,-35.0475946465942,-1.6989665504054499,-0.14591184452695088,-0.15174831830802893,0.0
-22.070504,65,2.054059,65.0,-44.113013657114145,19.80077993048273,22.04793551645662,0.15,-5.09,-5.0506639647483835,-25.117850553989413,-9.99151394939469,-1.9433497144054617,-5.800558767784115,-29.828491376656174,-2.133777043438936,-0.17062818505094995,-0.22181664056623496,0.0
136.28029,113,2.204004,113.0,94.18253186488263,37.15297965796438,39.133306648486965,4.800000000000001,-4.96,-9.050988221168518,-44.549851715564714,-17.429842254652876,-5.520118451595949,-12.429417618313668,-53.02940579168099,-5.018904369675276,0.2989159692612023,0.6755500905303172,0.0
-46.68353,54,2.282024,54.0,-56.039467679976234,14.53131812377384,17.44567628821102,0.0,-4.16,-4.391673541069031,-22.92347576618194,-8.456752283122034,-2.6407825775546523,-6.954954533859861,-25.16610984652775,-1.9273085012173892,-0.4428097299455806,-0.4782345083412271,0.0
-60.93396,52,2.355857,52.0,-69.19372052311928,13.758141166977095,15.492823830410037,0.15,-3.4999999999999996,-3.9984546613693235,-20.717022192478183,-8.196702892761142,-2.5045566925096647,-9.80062682949,-22.492642688661785,-1.931198101722509,-0.5541234876199413,-0.576288427124739,0.0
-30.666212,53,2.428494,53.0,-37.069927005508774,15.545258962212076,17.345956985002605,0.75,-3.4499999999999997,-4.2632460594177255,-20.10998071432114,-8.37663490686579,-3.020123355549734,-6.468507740901648,-32.18007350108958,-2.368934789143719,-0.21284894014674086,-0.22561987655554533,0.0
-36.639862,50,2.500264,50.0,-39.9913616869219,13.075807156476726,15.34260745865269,0.3,-3.51,-4.07004732131958,-19.125004160404206,-8.075629445398365,-2.611533401303471,-5.263751606586685,-30.585101448915246,-2.1258470564928196,-0.31417437022424194,-0.31417437022424194,0.0
-31.720873,65,2.597713,65.0,-56.102762145359385,18.920834577966325,21.755729998281026,0.3,-3.32,-4.96296525478363,-23.672233664989466,-10.030470261568068,-3.391884018785254,-6.244735576479311,-27.65772331503178,-2.3146628917921097,-0.4929104485670205,-0.6407835831371267,0.0
-35.487678,57,2.675127,57.0,-48.67145628793326,15.861639312237356,18.351160165943277,0.15,-4.4399999999999995,-4.621437907218934,-24.743550074100494,-8.722005948074926,-3.4142381039252285,-6.050512286326525,-24.023500451279162,-2.1637767816014404,-0.3522702694774633,-0.4015881072043082,0.0
-31.462846,54,2.751552,54.0,-40.18453655556509,14.344223591849257,16.571425691916783,0.44999999999999996,-3.369999999999999,-4.2833250260353095,-20.888330805301667,-8.303705079647472,-2.782726627705602,-5.153881278704201,-29.409548752533695,-2.4524415467288887,-0.3430925360208274,-0.3705399389024936,0.0
-47.842547,47,2.822523,47.0,-44.83541329687446,12.729284405206688,14.88635354590152,0.15,-2.42,-3.8891828393936163,-20.012754726409906,-7.704417889857401,-2.828679724875603,-4.505058581226348,-34.401269695679225,-2.0114079393734223,-0.34662793933874847,-0.3258302629784236,0.0
