#{"t_start": 1783133905.655947, "env_id": "None"}
r,l,t,rc_alive,rc_forward,rc_upright,rc_height,rc_single,rc_air,rc_ctrl,rc_action_rate,rc_torque,rc_slide,rc_lateral,rc_yaw_rate,rc_joint_vel,ep_speed,ep_dist,ep_pushes
-41.388174,58,1.141253,58.0,-56.917264433246906,13.360658107976793,17.6537773853983,0.15,-3.19,-4.339849920272826,-22.094962656497948,-8.8046231106301,-3.2872140033042596,-6.682369966494667,-23.444513800770153,-1.7918115442025533,-0.35725213154454566,-0.4144124725916729,0.0
88.502871,98,1.277636,98.0,34.88974503321566,29.15174975809706,31.10434150075982,4.35,-3.8199999999999994,-7.915069506168367,-40.01584227085115,-15.905053449136648,-4.975135633406394,-5.8648647855886855,-26.212957727019138,-4.284042077522491,-0.21917639658500357,-0.429585737306607,0.0
-22.815761,51,1.348275,51.0,-30.940857403455077,13.777742090507978,15.725963011662515,0.6,-3.2599999999999993,-3.9260754323005678,-18.294012904167175,-8.001321192404074,-2.192010227079249,-4.5212298008036464,-30.6640019511375,-2.1199575660217387,-0.2608946835205449,-0.2661125771909558,0.0
-31.704435,66,1.436752,66.0,-47.260241200526075,19.52037901083918,20.88468762933448,0.3,-3.4899999999999998,-5.075916585922242,-25.156125521659852,-10.572527345554189,-3.1662366330986234,-5.598636349606034,-35.65835809653681,-2.4314598457614633,-0.3065407248394474,-0.40463375678807056,0.0
8.209235,58,1.52191,58.0,-22.312748149687472,17.794318909589574,19.06963802522986,0.6,-1.6999999999999997,-4.808658790588381,-23.86313318014145,-9.172886968369054,-2.489446413982887,-2.234908195704013,-18.6381531008899,-2.0347871235554362,-0.15082437641747487,-0.17495627664427085,0.0
-33.627407,66,1.615459,66.0,-58.886651924853474,17.717964850444528,20.90582693593125,0.0,-3.9499999999999993,-4.720567436218262,-24.37672002315521,-10.219232780146742,-3.5672951687981187,-6.810368813889642,-23.10769197051308,-2.612670445283607,-0.4581965657761547,-0.6048194668245243,0.0
-61.143596,60,1.703122,60.0,-70.79071583086369,15.622620579936267,17.37064046589484,0.44999999999999996,-4.03,-4.685372548103332,-24.442393779754628,-9.158916000736324,-3.1102735600414886,-10.067738519756773,-25.84703096282352,-2.454416243945432,-0.4509439873835116,-0.5411327848602139,0.0
-9.694559,49,1.774158,49.0,-29.290452246511737,14.346458710375778,15.34845414652058,0.0,-2.3999999999999995,-3.905670037269592,-19.557274293899546,-7.37579637038551,-2.399213578003356,-3.4172168719190967,-18.42072211893579,-1.6231262748889757,-0.35062016890811915,-0.34360776552995675,0.0
-4.994881,42,1.835387,42.0,-22.71825814863393,10.163992997632313,12.390333364772967,0.15,-2.7099999999999995,-3.369751763343812,-14.751614916324616,-6.416409765813917,-1.8637703954498506,-2.951167735267363,-13.316892701849659,-1.6013419698015026,-0.33608449114127026,-0.282310972558667,0.0
-13.556995,65,1.931053,65.0,-37.84171245532255,20.02134492321045,21.061486193748507,0.44999999999999996,-5.1800000000000015,-5.626876313686373,-29.10122467279434,-9.97007201723166,-3.289862555180384,-3.947674055783559,-22.630792490580728,-2.501611353295661,-0.371152942491872,-0.4824988252394336,0.0
